"Notes","Disease","Disease Code","Year","Year Code","Race/Ethnicity","Race/Ethnicity Code","Sex","Sex Code","Age","Age Code",STD Cases,Population,Rate
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","25-29 years","25-29",4430,6457444,68.60
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","30-34 years","30-34",1980,5850299,33.84
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","35-39 years","35-39",1101,6293811,17.49
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","40+ years","40+",1116,54592948,2.04
,"Gonorrhea","280","2009","2009","White","2106-3","Female","F","Unknown","99",68,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","0-14 years","0-14",29,17792226,0.16
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","15-19 years","15-19",1802,6635916,27.16
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","20-24 years","20-24",4456,6787606,65.65
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","25-29 years","25-29",3415,6632544,51.49
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","30-34 years","30-34",2045,5917472,34.56
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","35-39 years","35-39",1496,6350333,23.56
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","40+ years","40+",3564,49197134,7.24
,"Gonorrhea","280","2009","2009","White","2106-3","Male","M","Unknown","99",22,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","15-19 years","15-19",7,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","20-24 years","20-24",13,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","25-29 years","25-29",19,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","30-34 years","30-34",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","35-39 years","35-39",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2009","2009","White","2106-3","Unknown","U","Unknown","99",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","0-14 years","0-14",1487,4544997,32.72
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","15-19 years","15-19",34246,1731376,1977.96
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","20-24 years","20-24",31570,1587829,1988.25
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","25-29 years","25-29",11758,1454543,808.36
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","30-34 years","30-34",4778,1384808,345.03
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","35-39 years","35-39",1930,1384151,139.44
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","40+ years","40+",1643,8537169,19.25
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Female","F","Unknown","99",72,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","0-14 years","0-14",335,4698593,7.13
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","15-19 years","15-19",17771,1786472,994.75
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","20-24 years","20-24",28643,1550237,1847.65
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","25-29 years","25-29",14860,1342341,1107.02
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","30-34 years","30-34",7702,1245147,618.56
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","35-39 years","35-39",4175,1226242,340.47
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","40+ years","40+",6888,6963228,98.92
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Male","M","Unknown","99",71,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","0-14 years","0-14",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","15-19 years","15-19",47,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","20-24 years","20-24",44,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","25-29 years","25-29",22,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","30-34 years","30-34",17,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","35-39 years","35-39",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Black or African American","2054-5","Unknown","U","Unknown","99",6,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","0-14 years","0-14",178,7066167,2.52
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","15-19 years","15-19",3741,2186082,171.13
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","20-24 years","20-24",4309,2019978,213.32
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","25-29 years","25-29",1927,2034337,94.72
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","30-34 years","30-34",867,1981433,43.76
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","35-39 years","35-39",483,1885588,25.62
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","40+ years","40+",426,7685209,5.54
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Female","F","Unknown","99",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","0-14 years","0-14",32,7364334,0.43
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","15-19 years","15-19",1928,2346073,82.18
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","20-24 years","20-24",3957,2302297,171.87
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","25-29 years","25-29",2666,2276134,117.13
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","30-34 years","30-34",1547,2143050,72.19
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","35-39 years","35-39",853,1970752,43.28
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","40+ years","40+",1208,7216160,16.74
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Male","M","Unknown","99",10,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",11,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Unknown","U","40+ years","40+",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","Hispanic","Hispanic","Unknown","U","Unknown","99",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","0-14 years","0-14",272,16460571,1.65
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","15-19 years","15-19",7486,6175466,121.22
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","20-24 years","20-24",10107,6250991,161.69
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","25-29 years","25-29",4829,6173965,78.22
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","30-34 years","30-34",2230,5798092,38.46
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","35-39 years","35-39",1092,6048449,18.05
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","40+ years","40+",1315,54833396,2.40
,"Gonorrhea","280","2010","2010","White","2106-3","Female","F","Unknown","99",33,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","0-14 years","0-14",27,17322722,0.16
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","15-19 years","15-19",1821,6495265,28.04
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","20-24 years","20-24",5308,6434852,82.49
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","25-29 years","25-29",3939,6278921,62.73
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","30-34 years","30-34",2407,5892342,40.85
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","35-39 years","35-39",1693,6107512,27.72
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","40+ years","40+",4139,49854828,8.30
,"Gonorrhea","280","2010","2010","White","2106-3","Male","M","Unknown","99",39,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","15-19 years","15-19",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","20-24 years","20-24",11,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","25-29 years","25-29",8,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","30-34 years","30-34",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","35-39 years","35-39",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","40+ years","40+",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2010","2010","White","2106-3","Unknown","U","Unknown","99",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","0-14 years","0-14",1637,4544534,36.02
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","15-19 years","15-19",33409,1674525,1995.13
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","20-24 years","20-24",32557,1671217,1948.10
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","25-29 years","25-29",11550,1465672,788.03
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","30-34 years","30-34",4813,1424682,337.83
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","35-39 years","35-39",1978,1344610,147.11
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","40+ years","40+",1746,8744896,19.97
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Female","F","Unknown","99",38,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","0-14 years","0-14",351,4704260,7.46
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","15-19 years","15-19",17148,1737833,986.75
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","20-24 years","20-24",29069,1654175,1757.31
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","25-29 years","25-29",14890,1368360,1088.16
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","30-34 years","30-34",7902,1286022,614.45
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","35-39 years","35-39",4101,1193704,343.55
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","40+ years","40+",7071,7130406,99.17
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Male","M","Unknown","99",48,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","0-14 years","0-14",2,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","15-19 years","15-19",62,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","20-24 years","20-24",78,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","25-29 years","25-29",26,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","30-34 years","30-34",17,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","35-39 years","35-39",3,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","40+ years","40+",12,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Black or African American","2054-5","Unknown","U","Unknown","99",7,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","0-14 years","0-14",192,7211562,2.66
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","15-19 years","15-19",4098,2212656,185.21
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","20-24 years","20-24",4781,2101640,227.49
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","25-29 years","25-29",2194,2046563,107.20
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","30-34 years","30-34",1067,2023293,52.74
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","35-39 years","35-39",516,1916474,26.92
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","40+ years","40+",472,8089878,5.83
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Female","F","Unknown","99",11,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","0-14 years","0-14",45,7518836,0.60
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","15-19 years","15-19",2150,2368850,90.76
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","20-24 years","20-24",4409,2376058,185.56
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","25-29 years","25-29",3100,2321465,133.54
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","30-34 years","30-34",1729,2213799,78.10
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","35-39 years","35-39",936,2016340,46.42
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","40+ years","40+",1416,7627863,18.56
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Male","M","Unknown","99",23,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Unknown","U","15-19 years","15-19",6,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Unknown","U","20-24 years","20-24",16,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Unknown","U","25-29 years","25-29",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Unknown","U","30-34 years","30-34",5,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Unknown","U","35-39 years","35-39",1,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","Hispanic","Hispanic","Unknown","U","40+ years","40+",4,Not Applicable,Not Applicable
,"Gonorrhea","280","2011","2011","White","2106-3","Female","F","0-14 years","0-14",235,16282247,1.44
,"Gonorrhea","280","2011","2011","White","2106-3","Female","F","15-19 years","15-19",7482,6006598,124.56
,"Gonorrhea","280","2011","2011","White","2106-3","Female","F","20-24 years","20-24",10576,6339561,166.82
,"Gonorrhea","280","2011","2011","White","2106-3","Female","F","25-29 years","25-29",5261,6197345,84.89
,"Gonorrhea","280","2011","2011","White","2106-3","Female","F","30-34 years","30-34",2357,5956676,39.57
,"Gonorrhea","280","2011","2011","White","2106-3","Female","F","35-39 years","35-39",1153,5749992,20.05
